symbol,quoteType,shortName,longName,exchange,exchangeTimezoneName,currency,sector,industry,fullTimeEmployees,longBusinessSummary,country,state,city,phone,website,address1,fiftyTwoWeekLow,fiftyTwoWeekHigh,pegRatio,marketCap,enterpriseValue,bookValue,averageVolume,floatShares,sharesOutstanding,enterpriseToRevenue,beta,trailingPE,trailingEps,priceToSalesTrailing12Months,forwardEps,forwardPE,priceToBook,heldPercentInstitutions,debtToEquity,returnOnEquity,returnOnAssets,shortRatio,sharesShort,52WeekChange,enterpriseToEbitda,totalCash,totalDebt,totalRevenue,totalCashPerShare,numberOfAnalystOpinions,currentPrice,targetHighPrice,targetMeanPrice,targetMedianPrice,targetLowPrice,recommendationKey,recommendationMean,revenuePerShare,grossProfits,freeCashflow,ebitda,operatingMargins,revenueGrowth,operatingCashflow,grossMargins,profitMargins,ebitdaMargins
BAX,EQUITY,Baxter International Inc.,Baxter International Inc.,NYQ,America/New_York,USD,Healthcare,Medical Instruments & Supplies,50000.0,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products worldwide. The company offers peritoneal dialysis and hemodialysis, and additional dialysis therapies and services; renal replacement therapies and other organ support therapies focused in the intensive care unit; sterile intravenous (IV) solutions, IV therapies, infusion pumps, administration sets, and drug reconstitution devices; and parenteral nutrition therapies. It also provides biological products and medical devices, and surgical hemostat and sealant products used in surgical procedures for hemostasis, tissue sealing, and adhesion prevention; premixed and oncology drug platforms, inhaled anesthesia and critical care products, and pharmacy compounding services; and generic injectable pharmaceuticals. Its products are used in hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, doctors' offices, and patients at home under physician supervision. The company sells its products through direct sales force, as well as through independent distributors, drug wholesalers, and specialty pharmacy or other alternate site providers in approximately 100 countries. It has an agreement with Celerity Pharmaceutical, LLC to develop acute care generic injectable premix and oncolytic molecules. Baxter International Inc. was founded in 1931 and is headquartered in Deerfield, Illinois.",United States,IL,Deerfield,224 948 2000,http://www.baxter.com,One Baxter Parkway,73.12,88.32,1.99,39956619264.0,43383848960.0,16.814,3087873.0,498885439.0,502852000.0,3.557,0.6137560000000001,38.386475,2.07,3.2759383,4.02,19.766169,4.725823999999999,0.8878799999999999,77.75,0.13549,0.06118,1.95,7500759.0,,15.623,3136000000.0,6636000256.0,12197000192.0,6.273,14.0,79.46,105.0,93.64,93.5,82.0,buy,2.2,24.057,4733000000.0,1302375040.0,2776999936.0,0.15709,0.14,2076000000.0,0.40148997,0.09182,0.22768000000000002
BDX,EQUITY,"Becton, Dickinson and Company","Becton, Dickinson and Company",NYQ,America/New_York,USD,Healthcare,Medical Instruments & Supplies,72000.0,"Becton, Dickinson and Company develops, manufactures, and sells medical supplies, devices, laboratory equipment, and diagnostic products worldwide. The company's BD Medical segment offers peripheral intravenous (IV) and advanced peripheral catheters, central lines, acute dialysis catheters, vascular care and preparation products, needle-free IV connectors and extensions sets, closed-system drug transfer devices, hazardous drug detection, hypodermic syringes and needles, anesthesia needles and trays, enteral syringes, sharps disposal systems; infusion pumps, dedicated disposables, IV fluids, medication compounding workflow systems, automated medication dispensing, automated supply management systems, medication inventory optimization and tracking systems; syringes, pen needles, and other products for diabetes care; and prefillable drug delivery systems. Its BD Life Sciences segment provides specimen and blood collection products and systems; automated blood and tuberculosis culturing, molecular testing, microorganism identification and drug susceptibility, and liquid-based cytology systems, as well as rapid diagnostic assays, microbiology laboratory automation products, and plated media products; and fluorescence-activated cell sorters and analyzers, antibodies and kits, reagent systems, and solutions for high-throughput single-cell gene expression analysis, as well as clinical oncology, immunological, and transplantation diagnostic/monitoring reagents and analyzers. The company's BD Interventional segment offers hernia and soft tissue repair, biological and bioresorbable grafts, biosurgery, and other surgical products; surgical infection prevention, surgical and laparoscopic instrumentation products; peripheral intervention products; and urology and critical care products. Becton, Dickinson and Company was founded in 1897 and is based in Franklin Lakes, New Jersey.",United States,NJ,Franklin Lakes,201 847 6800,http://www.bd.com,1 Becton Drive,226.15,267.37,1.96,70959587328.0,89709928448.0,85.359,1364687.0,286463589.0,290817984.0,4.5089999999999995,0.7680130000000001,43.47826,5.612,3.5663462,13.11,18.611748000000002,2.8585152999999996,0.87789,73.47399999999999,0.081190005,0.0423,2.64,3748230.0,,15.208,3176999936.0,17732999168.0,19896999936.0,11.062000000000001,15.0,244.0,285.0,267.8,268.0,250.0,buy,2.2,68.514,7919000000.0,4432000000.0,5898999808.0,0.1842,0.268,5176999936.0,0.48494998,0.09826,0.29648
BBY,EQUITY,"Best Buy Co., Inc.","Best Buy Co., Inc.",NYQ,America/New_York,USD,Consumer Cyclical,Specialty Retail,61200.0,"Best Buy Co., Inc. retails technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phones, such as computing covering desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions, networking products, tablets covering e-readers, and wearables, such as smartwatches; and consumer electronics consisting of digital imaging, health and fitness, home theater, portable audio comprising headphones and portable speakers, and smart home products. The company's stores also offer appliances, such as dishwashers, laundry appliances, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as beverages, snacks, and sundry items, as well as baby products, furniture, luggage, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, protection plans, repair, set-up, and technical support services, as well as connected health services for aging consumers. The company offers its products through stores and websites under the BestBuy, Best Buy Business, Best Buy Express, Best Buy Health, CST, Geek Squad, GreatCall, Lively, Magnolia, Pacific Kitchen, and Home, as well as the domain names bestbuy.com and greatcall.com. As of January 30, 2021, it had 1,126 large-format and 33 small-format stores. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",United States,MN,Richfield,612 291 1000,http://investors.bestbuy.com/investor-relations/overview/default.aspx,7601 Penn Avenue South,95.93,136.74,1.3,33971652608.0,29328769024.0,16.605,2368998.0,220718452.0,250472992.0,0.561,1.551851,15.900352499999999,8.53,0.6498518,8.48,15.994105,8.168022,0.8254799999999999,94.579,0.62517,0.114989996,3.6,8412143.0,,7.04,4405000192.0,4100000000.0,52275998720.0,17.909000000000002,23.0,135.63,157.0,130.12,134.0,80.0,buy,2.5,204.243,10596000000.0,831374976.0,4166000128.0,0.06334,0.196,2003000064.0,0.22726,0.048510000000000005,0.07969
BIO,EQUITY,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",NYQ,America/New_York,USD,Healthcare,Medical Devices,7700.0,"Bio-Rad Laboratories, Inc. develops, manufactures, and markets life science research and clinical diagnostic products in the United States, Europe, Asia, Canada, and Latin America. The company offers products and systems to separate complex chemical and biological materials, as well as to identify, analyze, and purify components. It operates in two segments, Life Science and Clinical Diagnostics. The Life Science segment develops, manufactures, and markets a range of reagents, apparatus, and laboratory instruments that are used in research techniques, biopharmaceutical production processes, and food testing regimes. It focuses on selected segments of the life sciences market in proteomics, genomics, biopharmaceutical production, cell biology, and food safety. This segment serves universities and medical schools, industrial research organizations, government agencies, pharmaceutical manufacturers, biotechnology researchers, food producers, and food testing laboratories. The Clinical Diagnostics segment designs, manufactures, sells, and supports test systems, informatics systems, test kits, and specialized quality controls for clinical laboratories in the diagnostics market. This segment offers reagents, instruments, and software, which address specific niches within the in vitro diagnostics test market. It sells its products to reference laboratories, hospital laboratories, state newborn screening facilities, physicians' office laboratories, transfusion laboratories, and insurance and forensic testing laboratories. The company offers its products through its direct sales force, as well as through distributors, agents, brokers, and resellers. Bio-Rad Laboratories, Inc. was founded in 1952 and is headquartered in Hercules, California.",United States,CA,Hercules,510 724 7000,http://www.bio-rad.com,1000 Alfred Nobel Drive,507.22,832.7,3.21,22647031808.0,21989797888.0,356.449,120043.0,21280529.0,24692600.0,7.636,0.887301,5.566121599999999,135.872,7.86402,12.57,60.165478,2.121706,0.80064005,1.829,0.42700002,0.02852,3.1,469192.0,,30.906999999999996,1161398016.0,212036992.0,2879828992.0,39.009,4.0,756.28,930.0,856.25,850.0,795.0,strong_buy,1.5,96.68700000000001,1435922000.0,530659744.0,711486016.0,0.19976,0.33399999999999996,688632000.0,0.57392,1.4047501,0.24706
TECH,EQUITY,Bio-Techne Corp,Bio-Techne Corporation,NMS,America/New_York,USD,Healthcare,Biotechnology,2600.0,"Bio-Techne Corporation, together with its subsidiaries, develops, manufactures, and sells life science reagents, instruments, and services for the research, and diagnostics and bioprocessing markets worldwide. The company operates through two segments, Protein Sciences, and Diagnostics and Genomics. The Protein Sciences segment provides biological reagents used in various aspects of life science research, diagnostics, and cell and gene therapy, such as cytokines and growth factors, antibodies, small molecules, tissue culture sera, and cell selection technologies. This segment also offers proteomic analytical tools for automated western blot and multiplexed ELISA workflow consists of manual and automated protein analysis instruments and immunoassays for use in quantifying proteins in various biological fluids. The Diagnostics and Genomics segment provides diagnostic products, including controls, calibrators, and diagnostic assays for regulated diagnostics market, exosome-based molecular diagnostic assays, advanced tissue-based in-situ hybridization assays for spatial genomic and tissue biopsy analysis, and genetic and oncology kits for research and clinical applications; and nucleic acid analysis products for use in diagnostic or research applications, as well as instruments and process control products for hematology, blood chemistry, blood gases, and coagulation controls and reagents used in various diagnostic applications. It offers its products under R&D Systems, Novus Biologicals, Tocris Biosciences, ProteinSimple, Advanced Cell Diagnostics, and ExosomeDx brands. Bio-Techne Corporation has a clinical research collaboration with Carterra Inc. for the study of COVID-19 variants. The company was formerly known as Techne Corporation and changed its name to Bio-Techne Corporation in November 2014. Bio-Techne Corporation was founded in 1976 and is headquartered in Minneapolis, Minnesota.",United States,MN,Minneapolis,612 379 8854,http://www.bio-techne.com,614 McKinley Place N.E.,294.81,543.85,4.39,19620861952.0,21264820224.0,39.621,338859.0,38813407.0,38891700.0,22.84,1.127729,109.84106399999999,4.593,21.074316,7.51,67.17709,12.733147,0.9598,27.299,0.094560005,0.0717,0.67,405987.0,,71.515,231554000.0,428929984.0,931032000.0,5.925,9.0,504.5,590.0,540.67,550.0,490.0,buy,1.8,24.028000000000002,634415000.0,253262496.0,297347008.0,0.26433,0.473,352164000.0,0.6814100000000001,0.15081,0.31937
BIIB,EQUITY,Biogen Inc.,Biogen Inc.,NMS,America/New_York,USD,Healthcare,Drug Manufacturers—General,9100.0,"Biogen Inc. discovers, develops, manufactures, and delivers therapies for treating neurological and neurodegenerative diseases. The company offers TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI, and FAMPYRA for multiple sclerosis (MS); SPINRAZA for spinal muscular atrophy; and FUMADERM to treat plaque psoriasis. It also provides BENEPALI, an etanercept biosimilar referencing ENBREL; IMRALDI, an adalimumab biosimilar referencing HUMIRA; and FLIXABI, an infliximab biosimilar referencing REMICADE. In addition, the company offers RITUXAN for treating non-Hodgkin's lymphoma, chronic lymphocytic leukemia (CLL), rheumatoid arthritis, two forms of ANCA-associated vasculitis, and pemphigus vulgaris; RITUXAN HYCELA for non-Hodgkin's lymphoma and CLL; GAZYVA to treat CLL and follicular lymphoma; and OCREVUS for treating relapsing MS and primary progressive MS; and other anti-CD20 therapies. Further, it develops BIIB061, BIIB091, and BIIB107 for MS and neuroimmunology; Aducanumab, BAN2401, BIIB092, BIIB076, and BIIB080 to treat Alzheimer's disease and dementia; BIIB067, BIIB078, BIIB105, BIIB100, and BIIB110 to treat neuromuscular disorders; BIIB124, BIIB094, BIIB118, BIIB101, and BIIB122 for treating Parkinson's disease and movement disorders; BIIB111 and BIIB112 to treat ophthalmology related diseases; BIIB125 and BIIB104 for treating neuropsychiatry; Dapirolizumab pegol and BIIB059 to treat immunology related diseases; BIIB093 and TMS-007 to treat acute neurology; BIIB074 and BIIB095 for neuropathic pain; and SB11 and SB15 biosimilars, which are under various stages of development. The company has collaboration and license agreements with Acorda Therapeutics, Inc.; Alkermes Pharma Ireland Limited; Bristol-Myers Squibb Company; Eisai Co., Ltd.; Genentech, Inc.; Neurimmune SubOne AG; Ionis Pharmaceuticals, Inc.; Ginkgo Bioworks; Capsigen Inc.; and Mirimus, Inc. Biogen Inc. was founded in 1978 and is headquartered in Cambridge, Massachusetts.",United States,MA,Cambridge,617 679 2000,http://www.biogen.com,225 Binney Street,238.4,468.55,-2.25,40714588160.0,55975886848.0,70.931,1020003.0,148631053.0,150555008.0,4.785,0.385691,14.018454,19.291,3.4805636,20.76,13.026492999999999,3.8125784,0.8631,68.063,0.22143999,0.07028999999999999,1.36,1790234.0,,14.745,3050800128.0,7633099776.0,11697699840.0,20.471,27.0,270.43,647.0,417.7,425.0,300.0,buy,2.3,76.48100000000001,11639400000.0,2405962496.0,3796300032.0,0.24025999,-0.24600000000000002,2810299904.0,0.83949995,0.16397,0.32453000000000004
BLK,EQUITY,"BlackRock, Inc.","BlackRock, Inc.",NYQ,America/New_York,USD,Financial Services,Asset Management,16900.0,"BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income, real estate, currency, commodity, and alternative markets across the globe. The firm primarily invests in growth and value stocks of small-cap, mid-cap, SMID-cap, large-cap, and multi-cap companies. It also invests in dividend-paying equity securities. The firm invests in investment grade municipal securities, government securities including securities issued or guaranteed by a government or a government agency or instrumentality, corporate bonds, and asset-backed and mortgage-backed securities. It employs fundamental and quantitative analysis with a focus on bottom-up and top-down approach to make its investments. The firm employs liquidity, asset allocation, balanced, real estate, and alternative strategies to make its investments. In real estate sector, it seeks to invest in Poland and Germany. The firm benchmarks the performance of its portfolios against various S&P, Russell, Barclays, MSCI, Citigroup, and Merrill Lynch indices. BlackRock, Inc. was founded in 1988 and is based in New York City with additional offices in Boston, Massachusetts; London, United Kingdom; Gurgaon, India; Hong Kong; Greenwich, Connecticut; Princeton, New Jersey; Edinburgh, United Kingdom; Sydney, Australia; Taipei, Taiwan; Singapore; Sao Paulo, Brazil; Philadelphia, Pennsylvania; Washington, District of Columbia; Toronto, Canada; Wilmington, Delaware; and San Francisco, California.",United States,NY,New York,212-810-5300,http://www.blackrock.com,55 East 52nd Street,663.24,973.16,1.49,148177485824.0,141820903424.0,231.793,478040.0,142523751.0,152526000.0,7.851,1.1681219999999999,28.152603000000003,34.508,8.202461999999999,42.9,22.645454,4.1911964,0.86091006,18.802,0.16781999,0.026539999999999998,4.03,1489909.0,,18.947,6199000064.0,7217999872.0,18065000448.0,40.73,11.0,971.49,1117.0,1000.45,1000.0,803.0,buy,1.8,118.461,8266000000.0,5161249792.0,7485000192.0,0.39286,0.321,4227000064.0,0.50855,0.30385,0.41434
BK,EQUITY,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,NYQ,America/New_York,USD,Financial Services,Asset Management,48900.0,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through three segments: Investment Services, Investment and Wealth Management, and Other. The Investment Service segment offers custody, trust and depositary, accounting, exchange-traded funds services, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, brokerage and data analytics, clearing, investment, wealth and retirement solutions, technology and enterprise data management, trading, corporate trust, depositary receipts, payments, foreign exchange, liquidity management, receivables processing and payables management, trade finance and processing, collateral management, and tri-party services. The Investment and Wealth Management segment provides diversified investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit activities. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",United States,NY,New York,212 495 1784,http://www.bnymellon.com,240 Greenwich Street,37.52,60.52,1.17,52598902784.0,-82288230400.0,46.161,4553364.0,824623560.0,875481024.0,-5.157,1.081481,16.025606,3.7489999999999997,3.2960837,4.53,13.262692999999999,1.3015317,0.88799006,,0.08181000000000001,0.008140000500000001,1.58,7420546.0,,,200118992896.0,63785000960.0,15957999616.0,242.327,16.0,60.08,71.0,56.44,56.0,49.0,buy,2.2,18.309,15472000000.0,,,0.28669,0.063,,0.0,0.22846999999999998,0.0
BA,EQUITY,Boeing Company (The),The Boeing Company,NYQ,America/New_York,USD,Industrials,Aerospace & Defense,141000.0,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sales, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through four segments: Commercial Airplanes; Defense, Space & Security; Global Services; and Boeing Capital. The Commercial Airplanes segment provides commercial jet aircraft for passenger and cargo requirements, as well as fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Capital segment offers financing services and manages financing exposure for a portfolio of equipment under operating and finance leases, notes and other receivables, assets held for sale or re-lease, and investments. The company was founded in 1916 and is based in Chicago, Illinois.",United States,IL,Chicago,312 544 2000,http://www.boeing.com,100 North Riverside Plaza,191.35,278.57,-38.94,129219616768.0,168706506752.0,-30.897,8635507.0,537204107.0,584809984.0,2.687,1.568783,,-20.546999999999997,2.0577354,5.22,42.329506,,0.53666,,,-0.01427,1.03,8875177.0,,-126.94200000000001,19995000832.0,62419001344.0,62797000704.0,34.023,24.0,220.96,311.0,264.17,270.0,191.0,buy,2.3,107.391,-1690000000.0,-2700499968.0,-1328999936.0,-0.056009997,0.081,-8141000192.0,0.050210000000000005,-0.13502,-0.021159999999999998
BKNG,EQUITY,Booking Holdings Inc. Common St,Booking Holdings Inc.,NMS,America/New_York,USD,Consumer Cyclical,Travel Services,19500.0,"Booking Holdings Inc. provides travel and restaurant online reservation and related services worldwide. The company operates Booking.com, which offers online accommodation reservations; Rentalcars.com that provides online rental car reservation services; Priceline, which offer online travel reservation services, including hotel, rental car and airline ticket reservation services, as well as vacation packages and cruises; and Agoda that provides online accommodation reservation services, as well as flight, ground transportation and activities reservation services. It also operates KAYAK, an online price comparison service that allows consumers to search and compare travel itineraries and prices, comprising airline ticket, accommodation reservation, and rental car reservation information; and OpenTable for booking online restaurant reservations. Further, it offers travel-related insurance products, and restaurant management services. The company was formerly known as The Priceline Group Inc. and changed its name to Booking Holdings Inc. in February 2018. Booking Holdings Inc. was founded in 1997 and is headquartered in Norwalk, Connecticut.",United States,CT,Norwalk,203-299-8000,http://www.bookingholdings.com,800 Connecticut Avenue,1860.73,2687.29,0.27,100647092224.0,91103944704.0,116.051,293385.0,40938304.0,41052800.0,12.69,1.259279,143.36296000000002,17.101,14.019654000000001,92.62,26.469982,21.125624,0.94183,260.158,0.094110005,0.013730001,2.4,694181.0,,96.713,11731999744.0,12485000192.0,7178999808.0,285.72900000000004,26.0,2451.65,3100.0,2538.12,2525.0,1890.0,hold,2.6,175.19400000000002,4852000000.0,1762125056.0,942000000.0,0.06853,2.4290000000000003,1288000000.0,0.68714,0.057670000000000006,0.13122
BWA,EQUITY,BorgWarner Inc.,BorgWarner Inc.,NYQ,America/New_York,USD,Consumer Cyclical,Auto Parts,50000.0,"BorgWarner Inc. provides solutions for combustion, hybrid, and electric vehicles worldwide. The company's Engine segment offers turbocharger and turbocharger actuators; eBoosters; and timing systems products, including timing chains, variable cam timing, crankshaft and camshaft sprockets, tensioners, guides and snubbers, front-wheel drive transmission chains, four-wheel drive chains, and hybrid power transmission chains. It also provides emissions systems, such as electric air pumps and exhaust gas recirculation (EGR) modules, EGR coolers and valves, glow plugs, and instant starting systems; thermal systems products comprising viscous fan drives, polymer fans, coolant pumps, cabin heaters, battery heaters, and battery charging; and gasoline ignition technologies. The company's Drivetrain segment offers friction and mechanical products that include dual and friction clutch modules, friction and separator plates, transmission bands, torque converter and one-way clutches, and torsional vibration dampers. It also provides electro-hydraulic solenoids, transmission solenoid modules, and dual clutch control modules; rear-wheel drive/all-wheel drive (AWD) transfer case systems, front wheel drive-AWD coupling systems, and cross-axle coupling systems; starters, alternators, and hybrid electric motors; and motor controllers, battery chargers, and uninterrupted power source systems. The company sells its products to original equipment manufacturers of light vehicles, which comprise passenger cars, sport-utility vehicles, vans, and light trucks; commercial vehicles, including medium-duty and heavy-duty trucks, and buses; and off-highway vehicles, such as agricultural and construction machinery, and marine applications, as well as to tier one vehicle systems suppliers and the aftermarket for light, commercial, and off-highway vehicles. The company was formerly known as Borg-Warner Automotive, Inc. BorgWarner Inc. was founded in 1987 and is headquartered in Auburn Hills, Michigan.",United States,MI,Auburn Hills,248 754 9200,http://www.borgwarner.com,3850 Hamlin Road,36.26,55.55,0.47,11572666368.0,13911798784.0,26.546,1825264.0,238562449.0,239848000.0,0.978,1.466666,24.617345999999998,1.96,0.81342983,5.01,9.630738000000001,1.8175997,0.99055,65.181,0.14968,0.07399,8.98,14087404.0,,6.0329999999999995,1552999936.0,4576999936.0,14227000320.0,6.476,17.0,48.25,66.0,53.88,55.0,31.0,buy,2.4,62.113,1910000000.0,836000000.0,2305999872.0,0.113170005,1.635,1479000064.0,0.20165999999999998,0.054889999999999994,0.16209
BXP,EQUITY,"Boston Properties, Inc.","Boston Properties, Inc.",NYQ,America/New_York,USD,Real Estate,REIT—Office,750.0,"Boston Properties (NYSE:BXP) is the largest publicly-held developer and owner of Class A office properties in the United States, concentrated in five markets - Boston, Los Angeles, New York, San Francisco and Washington, DC. The Company is a fully integrated real estate company, organized as a real estate investment trust (REIT), that develops, manages, operates, acquires and owns a diverse portfolio of primarily Class A office space. The Company's portfolio totals 51.2 million square feet and 196 properties, including six properties under construction/redevelopment.",United States,MA,Boston,617-236-3300,http://www.bostonproperties.com,Prudential Center,88.45,124.24,6.42,18416732160.0,32642643968.0,37.006,663239.0,143972365.0,156074000.0,11.885,1.2399129999999998,40.314316,2.927,6.7055645,3.02,39.07285,3.188672,1.0185600000000001,160.767,0.049569998,0.02483,7.55,5250278.0,,20.744,557307008.0,13006040064.0,2746484992.0,3.569,20.0,118.0,145.0,123.8,123.0,109.0,hold,2.6,17.624000000000002,1705929000.0,1164695936.0,1573603968.0,0.32588002,0.08,1163043968.0,0.62476003,0.11490999999999998,0.57295
BSX,EQUITY,Boston Scientific Corporation,Boston Scientific Corporation,NYQ,America/New_York,USD,Healthcare,Medical Devices,38000.0,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. It operates through three segments: MedSurg, Rhythm and Neuro, and Cardiovascular. The company offers devices to diagnose and treat gastrointestinal and pulmonary conditions; devices to treat various urological and pelvic conditions; implantable cardioverter and implantable cardiac resynchronization therapy defibrillators; pacemakers and implantable cardiac resynchronization therapy pacemakers; and remote patient management systems. It also provides medical technologies to diagnose and treat rate and rhythm disorders of the heart comprising 3-D cardiac mapping and navigation solutions, ablation catheters, diagnostic catheters, mapping catheters, intracardiac ultrasound catheters, delivery sheaths, and other accessories; spinal cord stimulator systems for the management of chronic pain; indirect decompression systems; and deep brain stimulation systems. In addition, the company offers interventional cardiology products, including drug-eluting coronary stent systems used in the treatment of coronary artery disease; percutaneous coronary interventions products to treat atherosclerosis; intravascular catheter-directed ultrasound imaging catheters, fractional flow reserve devices, and systems for use in coronary arteries and heart chambers, as well as various peripheral vessels; and structural heart therapies. Further, it provides stents, balloon catheters, wires, atherectomy systems to treat arterial diseases; thrombectomy and acoustic pulse thrombolysis systems, wires, and stents to treat venous diseases; and peripheral embolization devices, radioactive microspheres, ablation systems, and micro and drainage catheters to treat cancer. The company was founded in 1979 and is headquartered in Marlborough, Massachusetts.",United States,MA,Marlborough,508 683 4000,http://www.bostonscientific.com,300 Boston Scientific Way,32.99,46.29,1.31,59777679360.0,70140207104.0,11.065,6410817.0,1419282081.0,1420909952.0,6.265,0.878835,298.36877000000004,0.141,5.3391995,1.84,22.86413,3.8020787000000005,0.93828005,59.39,0.03688,0.03636,4.0,23792792.0,,24.145,2675000064.0,9468000256.0,11196000256.0,1.879,29.0,42.07,57.0,50.87,52.0,41.0,buy,1.8,7.859,6793000000.0,2835124992.0,2904999936.0,0.16104001,0.536,2243000064.0,0.69927,0.05198,0.25947002
BMY,EQUITY,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,NYQ,America/New_York,USD,Healthcare,Drug Manufacturers—General,30250.0,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, and markets biopharmaceutical products worldwide. The company offers products in hematology, oncology, cardiovascular, and immunology therapeutic classes. Its products include Revlimid, an oral immunomodulatory drug for the treatment of multiple myeloma; Opdivo for anti-cancer indications; Eliquis, an oral inhibitor indicated for the reduction in risk of stroke/systemic embolism in NVAF, and for the treatment of DVT/PE; and Orencia for adult patients with active RA and psoriatic arthritis, as well as reducing signs and symptoms in pediatric patients with active polyarticular juvenile idiopathic arthritis. The company also provides Sprycel for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia; Yervoy for the treatment of patients with unresectable or metastatic melanoma; Abraxane, a protein-bound chemotherapy product; mpliciti for the treatment of multiple myeloma; and Reblozyl for the treatment of anemia in adult patients with beta thalassemia. In addition, it offers Onureg for the treatment of adult patients with AML; Zeposia to treat relapsing forms of multiple sclerosis; Vidaza for the treatment of myelodysplastic syndrome subtypes; Baraclude, an oral antiviral agent for the treatment of chronic hepatitis B; and Breyanzi, a CD19-directed genetically modified autologous T cell immunotherapy for the treatment of adult patients with relapsed or refractory large B-cell lymphoma. The company sells products to wholesalers, distributors, pharmacies, retailers, hospitals, clinics, and government agencies. It has collaboration agreements with Pfizer, Inc.; Otsuka Pharmaceutical Co., Ltd.; Ono Pharmaceutical Co., Ltd.; Nektar Therapeutics; AVEO Pharmaceuticals, Inc.; Huyabio; DarwinHealth, Inc; and Bolt Biotherapeutics, Inc. The company was formerly known as Bristol-Myers Company. Bristol-Myers Squibb Company was founded in 1887 and is headquartered in New York, New York.",United States,NY,New York,212 546 4000,http://www.bms.com,430 East 29th Street,56.11,69.75,1.2,134080626688.0,168580775936.0,16.842,10454131.0,2192759433.0,2232839936.0,3.798,0.587882,,-2.764,3.0209224,8.0,7.42875,3.5286784,0.75448,125.544,-0.1176,0.043080002,2.94,20323806.0,,8.95,14016000000.0,46293000192.0,44384002048.0,6.308,17.0,59.43,144.0,80.24,75.1,66.0,buy,2.0,19.783,34045000000.0,9855625216.0,18836000768.0,0.18547001,0.155,12506000384.0,0.79576,-0.114429995,0.42439
