,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,CIK,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardPE,GrossProfitTTM,Industry,Information,LatestQuarter,MarketCapitalization,Name,Note,OperatingMarginTTM,PEGRatio,PERatio,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesOutstanding,Symbol,TrailingPE
353,28.35,32.54,35.75,12.23,"5 GREENWAY PLAZA, SUITE 110, HOUSTON, TX, US",40.44,Common Stock,2.357,9.76,797468,USA,USD,"Occidental Petroleum Corporation is an American company engaged in hydrocarbon exploration in the United States, the Middle East, and Colombia as well as petrochemical manufacturing in the United States, Canada, and Chile.",-1.212,2022-01-14,0.04,0.0012,10295000000,-1.212,6.94,3.164,2021-12-09,NYSE,December,53.48,9341000000,CRUDE PETROLEUM & NATURAL GAS,,2021-09-30,29860866000,Occidental Petroleum Corporation,,0.0811,1.16,None,3.293,1.345,-0.0147,0,0.653,0.014,0.0041,23.77,22203001000,ENERGY & TRANSPORTATION,933981000,OXY,-
354,280.03,314.56,361.6,189.01,"500 OLD DOMINION WAY, THOMASVILLE, NC, US",319.23,Common Stock,1.049,29.73,878927,USA,USD,"Old Dominion Freight Line, Inc. is an American less than truckload shipping (LTL) company. It offers regional, inter-regional and national LTL service. In addition to its core LTL services, the company offers logistics services including ground and air expedited transportation, supply chain consulting, transportation management, truckload brokerage, container delivery and warehousing, as well as household moving services.",8.09,2021-12-15,0.75,0.0021,1531629000,8.09,25.95,8.07,2021-11-30,NASDAQ,December,37.59,1458315000,TRUCKING (NO LOCAL),,2021-09-30,41153237000,Old Dominion Freight Line Inc,,0.259,2.18,44.25,11.75,8.37,0.192,0.444,0.323,0.179,0.287,42.33,4919359000,ENERGY & TRANSPORTATION,115011000,ODFL,44.25
355,76.44,72.41,84.84,55.98,"437 MADISON AVE, NEW YORK, NY, US",83.62,Common Stock,0.854,15.43,29989,USA,USD,"Omnicom Group Inc. is an American global media, marketing and corporate communications holding company, headquartered in New York City.",6.42,2021-10-12,2.75,0.0395,2208400000,6.42,6.84,1.172,2021-09-20,NYSE,December,10.66,2316900000,SERVICES-ADVERTISING AGENCIES,,2021-09-30,14651692000,Omnicom Group Inc,,0.141,0.953,10.74,4.512,1.032,0.0979,0.138,0.071,0.0506,0.404,65.96,14190600000,TRADE & SERVICES,212559000,OMC,10.74
356,55.91,62.66,65.83,29.4,"100 WEST 5TH ST, TULSA, OK, US",64,Common Stock,1.877,13.1,1039684,USA,USD,"Oneok, Inc. is a diversified Fortune 500 energy corporation based in Tulsa, Oklahoma.",3.195,2021-11-15,3.74,0.059,3082738000,3.195,13.09,3.089,2021-10-29,NYSE,December,16.29,3432096000,NATURAL GAS TRANSMISISON & DISTRIBUTION,,2021-09-30,28134164000,ONEOK Inc,,0.18,1.437,19.75,4.837,2.055,0.104,0.253,1.086,0.066,0.238,30.69,13690395000,ENERGY & TRANSPORTATION,445937000,OKE,19.75
357,86.64,94.11,98.95,54.72,"500 ORACLE PARKWAY, MAIL STOP 5 OP 7, REDWOOD CITY, CA, US",89.32,Common Stock,0.8,1.861,1341439,USA,USD,"Oracle is an American multinational computer technology corporation headquartered in Austin, Texas. The company was formerly headquartered in Redwood Shores, California until December 2020 when it moved its headquarters to Texas. The company sells database software and technology, cloud engineered systems, and enterprise software products, particularly its own brands of database management systems.",4.72,2021-10-26,1.12,0.0119,18116999000,4.72,16.12,7.36,2021-10-08,NYSE,May,20,32624000000,SERVICES-PREPACKAGED SOFTWARE,,2021-08-31,255682036000,Oracle Corporation,,0.385,2.548,19.82,47.38,6.26,0.342,0.194,0.039,0.0832,1.473,14.2,40839999000,TECHNOLOGY,2733690000,ORCL,19.82
367,71.86,73.61,80.18,49.42,"REGAL HOUSE, 70 LONDON ROAD, TWICKENHAM, LONDON, GB",79.38,Common Stock,1.079,14.13,77360,USA,USD,"Pentair plc (PNR) is an American water treatment company with its main U.S. office in Minneapolis, Minnesota.",3.021,2021-11-05,0.79,0.0107,704000000,3.021,18.94,3.595,2021-10-21,NYSE,December,19.61,1066200000,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),,2021-09-30,12458888000,Pentair plc,,0.176,1.575,24.92,5.23,3.488,0.142,0.302,0.214,0.0914,0.231,21.51,3572200000,TECHNOLOGY,165478000,PNR,24.92
368,17.33,17.85,19.19,11.82,"C/O PEOPLE'S BANK, 850 MAIN STREET, BRIDGEPORT, CT, US",18.33,Common Stock,1.1,17.84,1378946,USA,USD,"People's United Financial, Inc. is an American bank holding company that owns People's United Bank.",0.702,2021-11-15,0.725,0.0394,None,0.702,-,-,2021-10-29,NASDAQ,December,14.35,1904800000,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",,2021-09-30,7901249000,People's United Financial Inc,,0.467,5.52,26.3,1.045,3.928,0.154,-0.052,0.001,0.005,0.0397,4.791,2011800000,FINANCE,428020000,PBCT,26.3
369,152.96,158.27,166.43,125.76,"700 ANDERSON HILL RD, PURCHASE, NY, US",167.4,Common Stock,0.634,11.48,77476,USA,USD,"PepsiCo, Inc. is an American based multinational food, snack, and beverage corporation headquartered in Harrison, New York, in the hamlet of Purchase. PepsiCo's business encompasses all aspects of the food and beverage market. It oversees the manufacturing, distribution, and marketing of its products.",5.87,2021-09-30,4.195,0.0258,13886000000,5.87,18.09,3.382,2021-09-02,NASDAQ,December,24.33,38637000000,BEVERAGES,,2021-09-30,224888013000,PepsiCo Inc,,0.154,3.09,27.71,14.17,2.933,0.106,-0.03,0.116,0.0798,0.554,55.55,76681003000,MANUFACTURING,1382650000,PEP,27.71
370,164.5,173.89,191.92,119.79,"940 WINTER STREET, WALTHAM, MA, US",188.82,Common Stock,1.06,55.14,31791,USA,USD,"PerkinElmer, Inc., previously styled Perkin-Elmer, is an American global corporation focused in the business areas of diagnostics, life science research, food, environmental and industrial testing. Its capabilities include detection, imaging, informatics, and service. PerkinElmer produces analytical instruments, genetic testing and diagnostic tools, medical imaging components, software, instruments, and consumables for multiple end markets.",10.02,2022-02-11,0.28,0.0016,1948466000,10.02,15.01,5.42,2022-01-20,NYSE,December,26.74,2120607000,LABORATORY ANALYTICAL INSTRUMENTS,,2021-09-30,23169057000,PerkinElmer Inc,,0.327,38.21,18.32,3.247,4.581,0.224,-0.293,0.21,0.0948,0.223,44.91,5057450000,LIFE SCIENCES,126200000,PKI,18.32
371,42.55,43.74,51.41,32.45,"235 E 42ND ST, NEW YORK, NY, US",46.58,Common Stock,0.666,12.51,78003,USA,USD,"Pfizer Inc. is an American multinational pharmaceutical and biotechnology corporation headquartered on 42nd Street in Manhattan, New York City. The name of the company commemorates its co-founder, Charles Pfizer (1824-1906). Pfizer develops and produces medicines and vaccines for immunology, oncology, cardiology, endocrinology, and neurology. The company has several blockbuster drugs or products that each generate more than 1 billion USD in annual revenues.",3.501,2021-12-06,1.55,0.0309,27558001000,3.501,13.28,4.676,2021-11-04,NYSE,December,11.53,33334000000,PHARMACEUTICAL PREPARATIONS,,2021-09-30,278820684000,Pfizer Inc,,0.325,1.817,14.2,4.017,4.021,0.287,2.637,0.986,0.0545,-99999.99,12.41,69336998000,LIFE SCIENCES,5606690000,PFE,14.2
381,139.75,142.52,147.31,119.27,"ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",152.79,Common Stock,0.412,18.7,80424,USA,USD,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",5.47,2021-11-15,3.321,0.0227,21248000000,5.47,18.31,4.891,2021-10-21,NYSE,June,24.75,39144000000,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",,2021-09-30,354667889000,The Procter & Gamble Company,,0.239,5.38,26.78,7.83,4.598,0.183,-0.014,0.053,0.0964,0.298,31.47,77138002000,LIFE SCIENCES,2419950000,PG,26.78
382,96.24,93.05,107.36,81.95,"6300 WILSON MILLS RD, MAYFIELD VILLAGE, OH, US",96.17,Common Stock,0.49,30.88,80661,USA,USD,"The Progressive Corporation is an American insurance company, one of the largest providers of car insurance in the United States. The company insures motorcycles, boats, RVs, and commercial vehicles and provides home insurance through select companies.",6.88,2021-10-15,4.9,0.0511,5670300000,6.88,-,1.313,2021-10-06,NYSE,December,18.08,8673100000,"FIRE, MARINE & CASUALTY INSURANCE",,2021-09-30,56265605000,The Progressive Corporation,,0.115,90.43,13.98,3.105,1.207,0.0874,-0.927,0.083,0.0492,0.222,79.69,46601699000,FINANCE,585064000,PGR,13.98
383,128.29,137.77,149.92,91.61,"PIER 1 BAY 1, SAN FRANCISCO, CA, US",154.97,Common Stock,0.803,43.88,1045609,USA,USD,"Prologis, Inc. is a real estate investment trust headquartered in San Francisco, California that invests in logistics facilities, with a focus on the consumption side of the global supply chain.",2.644,2021-09-30,2.47,0.0166,3383101000,2.644,30.21,27.56,2021-09-16,NYSE,December,80,3566001000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,109597835000,Prologis Inc,,0.364,9.85,56.07,3.39,22.34,0.402,1.415,0.102,0.0198,0.0589,6.64,4905616000,REAL ESTATE & CONSTRUCTION,739327000,PLD,56.07
384,105.08,109.67,115.52,70.05,"751 BROAD ST, NEWARK, NJ, US",112.36,Common Stock,1.64,163.31,1137774,USA,USD,"Prudential Financial, Inc. is an American company whose subsidiaries provide insurance, investment management, and other financial products and services to both retail and institutional customers throughout the United States and in over 40 other countries.",18.36,2021-09-16,4.55,0.0413,8946000000,18.36,-,0.854,2021-11-22,NYSE,December,8.51,13648000000,LIFE INSURANCE,,2021-09-30,41795461000,Prudential Financial Inc,,0.126,1.519,6.02,0.673,0.593,0.104,0.053,0.399,0.006,0.117,179.88,70495003000,FINANCE,378000000,PRU,6.02
385,131.48,123.51,153.73,95.6,"121 SEAPORT BOULEVARD, BOSTON, MA, UNITED STATES",160.92,Common Stock,1.247,17.39,857005,USA,USD,"PTC Inc. is an American computer software and services company founded in 1985 and headquartered in Boston, Massachusetts.",4.03,None,None,0,483208000,4.03,30.43,8.51,None,NASDAQ,September,29.85,1436057000,SERVICES-PREPACKAGED SOFTWARE,,2021-09-30,14221416000,PTC Inc,,0.22,2.3,30.06,6.9,7.87,0.264,4.486,0.229,0.063,0.274,15.47,1807159000,TECHNOLOGY,117382000,PTC,30.06
395,90.98,98.2,103.46,56.36,"880 CARILLON PARKWAY, ST. PETERSBURG, FL, UNITED STATES",118.63,Common Stock,1.219,38.28,720005,USA,USD,"Raymond James Financial is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management.",5.62,2021-10-15,1.027,0.0102,None,5.62,-,-,2021-09-30,NYSE,September,14.64,7263000000,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",,2021-09-30,20574384000,Raymond James Financial Inc,,0.182,2.16,17.8,2.637,2.239,0.129,1.024,0.314,0.0232,0.158,44.69,9188000000,FINANCE,205785000,RJF,17.8
396,86.65,89.29,92.32,63.85,"870 WINTER STREET, WALTHAM, MA, US",103.65,Common Stock,1.005,47.6,101829,USA,USD,"Raytheon Technologies Corporation is an American multinational aerospace and defense conglomerate headquartered in Waltham, Massachusetts. It is one of the largest aerospace, intelligence services providers, and defense manufacturers in the world by revenue and market capitalization. Raytheon Technologies (RTX) researches, develops, and manufactures advanced technology products in the aerospace and defense industry, including aircraft engines, avionics, aerostructures, cybersecurity, guided missiles, air defense systems, satellites, and drones.",2.2,2021-12-16,1.97,0.0221,11009000000,2.2,15.86,2.514,2021-11-18,NYSE,December,17.67,9017000000,AIRCRAFT ENGINES & ENGINE PARTS,,2021-09-30,133003878000,Raytheon Technologies Corporation,,0.101,0.726,40.39,1.893,2.086,0.052,4.298,0.099,0.0251,0.0502,42.42,63763001000,MANUFACTURING,1496780000,RTX,40.39
397,69.32,69.62,74.35,55.03,"11995 EL CAMINO REAL, SAN DIEGO, CA, US",79.25,Common Stock,0.777,32.99,726728,USA,USD,"Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, Puerto Rico, and the United Kingdom that are subject to NNN Leases. The company is organized in Maryland with its headquarters in San Diego, California.",1.268,2021-11-15,2.819,0.0389,1653415000,1.268,32.36,27.11,2021-11-01,NYSE,December,42.02,1547022000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,41730572000,Realty Income Corporation,,0.483,4.876,57.37,3.018,22.97,0.261,4.143,0.216,0.0252,0.0398,4.87,1817037000,REAL ESTATE & CONSTRUCTION,565758000,O,57.37
398,66.77,70.72,78.07,42.3,"ONE INDEPENDENT DRIVE, SUITE 114, JACKSONVILLE, FL, US",74.24,Common Stock,1.094,35.56,910606,USA,USD,"Regency Centers Corporation is a real estate investment trust based in Jacksonville, Florida and is one of the largest operators of shopping centers with grocery stores as anchor tenants.",1.94,2022-01-05,2.38,0.0317,722347000,1.94,20.67,14.61,2021-12-15,NASDAQ,December,38.76,734854000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,12781050000,Regency Centers Corporation,,0.375,1.921,38.48,2.12,10.99,0.285,8.86,0.281,0.025,0.0549,6.85,1163439000,REAL ESTATE & CONSTRUCTION,171213000,REG,38.48
399,577.54,591.5,686.62,441,"777 OLD SAW MILL RIVER ROAD, TARRYTOWN, NY, US",703.29,Common Stock,0.188,163.52,872589,USA,USD,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. Originally focused on neurotrophic factors and their regenerative capabilities, giving rise to its name, the company then branched out into the study of both cytokine and tyrosine kinase receptors.",62.53,None,None,0,7465800000,62.53,7.67,4.748,None,NASDAQ,December,12.76,4455500000,PHARMACEUTICAL PREPARATIONS,,2021-09-30,67881144000,Regeneron Pharmaceuticals Inc,,0.538,1.07,10.1,3.905,5.08,0.524,0.939,0.505,0.226,0.511,126.6,13356200000,LIFE SCIENCES,105720000,REGN,10.1
400,21.25,22.92,24.78,14.51,"1900 FIFTH AVENUE NORTH, BIRMINGHAM, AL, US",25.84,Common Stock,1.514,17.75,1281761,USA,USD,"Regions Financial Corporation is a bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail banking and commercial banking, trust, stockbrokerage, and mortgage services.",2.669,2022-01-03,0.635,0.0263,None,2.669,-,-,2021-12-02,NYSE,December,11.56,4955000000,NATIONAL COMMERCIAL BANKS,,2021-09-30,22831129000,Regions Financial Corporation,,0.487,0.746,8.97,1.357,3.189,0.377,0.25,0.155,0.0179,0.148,7.47,7160000000,FINANCE,953283000,RF,8.97
410,254.42,288.92,311.75,201.51,"THE LANDMARK, ONE MARKET STREET STE.300, SAN FRANCISCO, CA, US",317.21,Common Stock,1.068,56.77,1108524,USA,USD,"Salesforce.com, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides customer relationship management (CRM) service and also provides a complementary suite of enterprise applications focused on customer service, marketing automation, analytics, and application development.",2.497,None,None,0,3570000000,2.497,74.76,12.85,None,NYSE,January,66.67,15814000000,SERVICES-PREPACKAGED SOFTWARE,,2021-07-31,298409001000,salesforce.com inc,,0.0492,4.384,122.07,5.34,12.68,0.0999,-0.804,0.231,0.0099,0.0501,25.56,23538999000,TECHNOLOGY,979000000,CRM,122.07
411,330.94,339.91,369.56,231.48,"8051 CONGRESS AVENUE, BOCA RATON, FL, US",377.47,Common Stock,0.252,-29.53,1034054,USA,USD,"SBA Communications Corporation is a real estate investment trust which owns and operates wireless infrastructure in the United States, Canada, Central America, South America, and South Africa.",2.606,2021-12-16,2.32,0.0068,1489095000,2.606,35.07,22.75,2021-11-17,NASDAQ,December,75.19,1590028000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,37399994000,SBA Communications Corporation,,0.346,2.09,131.93,-,16.63,0.131,1.15,0.127,0.052,0,20.49,2249603000,REAL ESTATE & CONSTRUCTION,108781000,SBAC,131.93
412,30.76,32.53,36.71,18.21,"5599 SAN FELIPE, 17TH FLOOR, HOUSTON, TX, US",36.68,Common Stock,2.303,9.53,87347,USA,USD,"Schlumberger Limited is an oilfield services company. Schlumberger has four principal executive offices located in Paris, Houston, London, and The Hague.",1.164,2022-01-13,0.5,0.0153,4604000000,1.164,12.16,2.628,2021-11-30,NYSE,December,17.92,2601000000,"OIL & GAS FIELD SERVICES, NEC",,2021-09-30,45950157000,Schlumberger Limited,,0.109,0.433,28.14,3.441,2.067,0.0744,0.094,0.112,0.0357,0.131,15.91,22236000000,ENERGY & TRANSPORTATION,1402630000,SLB,28.14
413,89.16,87.09,116.92,52.67,"38/39 FITZWILLIAM SQUARE, DUBLIN 2, IE",103.14,Common Stock,1.108,2.677,1137789,USA,USD,"Seagate Technology Holdings plc, an Irish public limited company (commonly referred to as Seagate) is an American data storage company.",6.79,2022-01-05,2.68,0.0255,2237000000,6.79,12.04,2.402,2021-12-21,NASDAQ,July,12.03,2917000000,COMPUTER STORAGE DEVICES,,2021-10-31,24071406000,Seagate Technology Holdings plc,,0.16,1.247,15.91,38.99,2.096,0.141,1.651,0.346,0.131,1.335,49.02,11482000000,TECHNOLOGY,222636000,STX,15.91
414,57.65,58.5,66.43,41.35,"2415 CASCADE POINTE BOULEVARD, CHARLOTTE, NC, US",67,Common Stock,1.296,0.855,1012100,USA,USD,Sealed Air Corporation is a packaging company known for its brands: Cryovac food packaging and Bubble Wrap cushioning packaging.,3.037,2021-12-17,0.72,0.0113,1008900000,3.037,12.87,2.443,2021-12-02,NYSE,December,16.16,1609300000,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",,2021-09-30,9572424000,Sealed Air Corporation,,0.155,10.81,21.27,74.97,1.792,0.0876,-0.177,0.137,0.0864,603.94,35.0,5343200000,LIFE SCIENCES,148157000,SEE,21.27
424,114.57,112.54,125.29,94.36,"P O BOX 34067, SEATTLE, WA, US",122.62,Common Stock,0.829,-3.581,829224,USA,USD,"Starbucks Corporation is an American multinational chain of coffeehouses and roastery reserves headquartered in Seattle, Washington. As the world's largest coffeehouse chain, Starbucks is seen to be the main representation of the United States' second wave of coffee culture.",3.54,2021-11-26,1.84,0.0165,6181300000,3.54,20.19,5.11,2021-11-10,NASDAQ,September,32.57,8391000000,RETAIL-EATING & DRINKING PLACES,,2021-09-30,131569877000,Starbucks Corporation,,0.16,1.281,31.52,-,4.527,0.144,3.46,0.313,0.0958,0,24.51,29060600000,TRADE & SERVICES,1179100000,SBUX,31.52
425,87.89,93.4,100.69,66.05,"ONE LINCOLN STREET, BOSTON, MA, US",109.43,Common Stock,1.607,69.3,93751,USA,USD,State Street Corporation is an American financial services and bank holding company headquartered at One Lincoln Street in Boston with operations worldwide.,6.79,2021-10-12,2.13,0.0216,None,6.79,-,-,2021-09-30,NYSE,December,11.67,11615000000,STATE COMMERCIAL BANKS,,2021-09-30,36222865000,State Street Corporation,,0.294,1.242,14.6,1.421,3.04,0.212,0.352,0.075,0.0085,0.0958,34.12,11917000000,FINANCE,365629000,STT,14.6
426,211.91,223.25,237.27,169.67,"70 SIR JOHN ROGERSON'S QUAY, DUBLIN, IE",256,Common Stock,0.592,65.42,1757898,USA,USD,Steris Corporation is an American Irish-domiciled medical equipment company specializing in sterilization and surgical products for the US healthcare system.,2.75,2021-12-17,1.63,0.007,940946000,2.75,36.84,6.87,2021-11-22,NYSE,March,26.67,1368778000,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",,2021-09-30,22913270000,STERIS plc,,0.162,2.171,83.3,3.543,5.95,0.065,-0.439,0.583,0.0452,0.0488,42.67,3847862000,LIFE SCIENCES,100023000,STE,83.3
427,263.78,268.56,280.5,219.27,"2825 AIRVIEW BLVD, KALAMAZOO, MI, US",285.61,Common Stock,0.962,37.58,310764,USA,USD,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",4.968,2021-10-29,2.52,0.0096,4634000000,4.968,30.32,6.56,2021-09-29,NYSE,December,25.77,9158000000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,,2021-09-30,99719619000,Stryker Corporation,,0.22,1.978,53.21,7.01,5.98,0.114,-0.301,0.113,0.0689,0.14,44.26,16669000000,LIFE SCIENCES,377240000,SYK,53.21
428,604.33,700.27,762.95,340.35,"3003 TASMAN DR, SANTA CLARA, CA, US",808.33,Common Stock,1.935,208.53,719739,USA,USD,"Silicon Valley Bank, a subsidiary of SVB Financial Group, is a U.S.-based high-tech commercial bank.",32.59,None,None,0,None,32.59,-,-,1992-02-10,NASDAQ,December,25.97,3746904000,STATE COMMERCIAL BANKS,,2021-09-30,43657560000,SVB Financial Group,,0.525,2.21,22.82,3.559,7.8,0.328,-0.263,0.37,0.0146,0.186,103.53,5593904000,FINANCE,58687000,SIVB,22.82
438,435.18,437.19,465.4,354.17,"1049 CAMINO DOS RIOS, THOUSAND OAKS, CA, US",548.57,Common Stock,1.119,158.97,1094285,USA,USD,Teledyne Technologies Incorporated is an American industrial conglomerate.,9.94,None,None,0,974100000,9.94,28.97,6.11,None,NYSE,December,-,1191200000,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",,2021-09-30,20731703000,Teledyne Technologies Incorporated,,0.189,0.98,44.71,2.79,5.12,0.103,0.133,0.752,0.0497,0.0796,99.52,4047900000,MANUFACTURING,46655200,TDY,44.71
439,388.24,366.05,448.56,328.4,"550 E SWEDESFORD RD, SUITE 400, WAYNE, PA, US",442.44,Common Stock,1.071,78.09,96943,USA,USD,"Teleflex Incorporated, headquartered in Wayne, Pennsylvania, is an American provider of specialty medical devices for a range of procedures in critical care and surgery.",9.14,2021-12-15,1.36,0.004,790903000,9.14,22.12,6.35,2021-11-12,NYSE,December,23.81,1324874000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,,2021-09-30,15932921000,Teleflex Incorporated,,0.201,2.41,37.2,4.332,5.78,0.157,0.705,0.115,0.0508,0.126,59.06,2758828000,LIFE SCIENCES,46845000,TFX,37.2
440,123.85,121.93,147.56,102.34,"600 RIVERPARK DRIVE, NORTH READING, MA, US",156.4,Common Stock,1.403,15.5,97210,USA,USD,"Teradyne, Inc. is an American automatic test equipment (ATE) designer and manufacturer based in North Reading, Massachusetts.",5.31,2021-09-24,0.4,0.0028,1277098000,5.31,17.41,6.22,2021-11-23,NASDAQ,December,23.09,1785741000,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,,2021-09-30,23656772000,Teradyne Inc,,0.321,1.37,27.34,9.19,6.61,0.276,0.165,0.16,0.2,0.436,21.57,3576804000,LIFE SCIENCES,163004000,TER,27.34
441,735.11,929.54,1243.49,404.09,"3500 DEER CREEK RD, PALO ALTO, CA, US",817.01,Common Stock,2.009,26.95,1318605,USA,USD,"Tesla, Inc. is an American electric vehicle and clean energy company based in Palo Alto, California. Tesla's current products include electric cars, battery energy storage from home to grid-scale, solar panels and solar roof tiles, as well as other related products and services. In 2020, Tesla had the highest sales in the plug-in and battery electric passenger car segments, capturing 16% of the plug-in market (which includes plug-in hybrids) and 23% of the battery-electric (purely electric) market. Through its subsidiary Tesla Energy, the company develops and is a major installer of solar photovoltaic energy generation systems in the United States. Tesla Energy is also one of the largest global suppliers of battery energy storage systems, with 3 GWh of battery storage supplied in 2020.",3.062,None,None,0,7267000000,3.062,145.21,22.67,None,NASDAQ,December,128.21,6630000000,MOTOR VEHICLES & PASSENGER CAR BODIES,,2021-09-30,1032871215000,Tesla Inc,,0.0979,2.821,335.89,39.48,22.04,0.074,4.333,0.568,0.0554,0.156,48.27,46848000000,MANUFACTURING,1004260000,TSLA,335.89
442,189.51,193.2,201.02,149.2,"P.O. BOX 660199, DALLAS, TX, US",204.15,Common Stock,0.938,13.16,97476,USA,USD,"Texas Instruments Incorporated (TI) is an American technology company headquartered in Dallas, Texas, that designs and manufactures semiconductors and various integrated circuits, which it sells to electronics designers and manufacturers globally. It is one of the top 10 semiconductor companies worldwide based on sales volume.",7.79,2021-11-15,4.08,0.0216,9009000000,7.79,18.02,9.79,2021-10-29,NASDAQ,December,22.52,9269000000,SEMICONDUCTORS & RELATED DEVICES,,2021-09-30,175543828000,Texas Instruments Incorporated,,0.47,2.115,24.41,14.33,9.98,0.416,0.428,0.216,0.249,0.715,19.07,17588001000,MANUFACTURING,923526000,TXN,24.41
452,62.02,59.89,79.08,42.36,"1355 MARKET STREET, SUITE 900, SAN FRANCISCO, CA, US",69.11,Common Stock,0.667,8.99,1418091,USA,USD,"Twitter is an American microblogging and social networking service on which users post and interact with messages known as tweets. The service is provided by Twitter, Inc., a corporation based in San Francisco, California.",-0.228,None,None,0,775931000,-0.228,167.25,8.25,None,NYSE,December,39.37,2349961000,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",,2021-09-30,41779622000,Twitter Inc,,0.0745,3.64,None,5.79,8.71,-0.0377,0.815,0.371,0.0162,-0.0242,6.03,4799303000,TECHNOLOGY,799610000,TWTR,-
453,465.13,503.69,549.08,384.38,"5101 TENNYSON PKWY, PLANO, TX, US",561.92,Common Stock,0.661,53.74,860731,USA,USD,"Tyler Technologies, Inc., based in Plano, Texas, is the largest provider of software to the United States public sector.",3.825,None,None,0,285147000,3.825,78.72,16.28,1990-01-31,NYSE,December,68.03,542512000,SERVICES-PREPACKAGED SOFTWARE,,2021-09-30,22544751000,Tyler Technologies Inc,,0.144,3.483,143.84,10.13,15.63,0.112,0.106,0.609,0.0363,0.0784,35.49,1442035000,TECHNOLOGY,40976300,TYL,143.84
454,77.26,80.01,83.76,59.04,"2200 DON TYSON PARKWAY, SPRINGDALE, AR, US",86.5,Common Stock,0.777,45.39,100493,USA,USD,"Tyson Foods, Inc. is an American multinational corporation based in Springdale, Arkansas, that operates in the food industry.",6.42,2021-12-15,1.73,0.0208,5145000000,6.42,8.11,0.855,2021-11-30,NYSE,September,12.25,5901000000,POULTRY SLAUGHTERING AND PROCESSING,,2021-06-30,29532662000,Tyson Foods Inc,,0.0862,1.514,12.6,1.831,0.646,0.0513,0.424,0.245,0.0701,0.149,125.89,45697999000,MANUFACTURING,294816000,TSN,12.6
455,51.78,54.34,56.45,34.99,"1745 SHEA CENTER DRIVE, SUITE 200, HIGHLANDS RANCH, CO, US",58.39,Common Stock,0.722,9.9,74208,USA,USD,"UDR Inc. is a publicly traded real estate investment trust that invests in apartments. The company is organized in Maryland with its headquarters in Highlands Ranch, Colorado.",0.18,2021-11-01,1.448,0.0259,758654000,0.18,26.26,18.5,2021-10-07,NYSE,December,212.77,849977000,REAL ESTATE INVESTMENT TRUSTS,,2021-09-30,17346879000,UDR Inc,,0.127,-4.53,311.69,5.66,13.57,0.0462,-0.811,0.1,0.0102,0.0151,4.315,1278582000,REAL ESTATE & CONSTRUCTION,309186000,UDR,311.69
